id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb
1836,LY,5109,EL AL ISRAEL AIRLINES,2026-07-08T20:50:00,2026-07-08T20:50:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,308-315,A,ON TIME,בזמן
1837,AF,7070,AIR FRANCE,2026-07-08T20:55:00,2026-07-08T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1838,AM,7862,AERO MEXICO,2026-07-08T20:55:00,2026-07-08T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1839,LY,324,EL AL ISRAEL AIRLINES,2026-07-08T20:55:00,2026-07-08T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1840,SK,3160,SAS,2026-07-08T20:55:00,2026-07-08T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1841,U8,107,TUS AIRWAYS,2026-07-08T21:10:00,2026-07-08T21:10:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,30-33,A,ON TIME,בזמן
1842,LY,5426,EL AL ISRAEL AIRLINES,2026-07-08T21:15:00,2026-07-08T21:15:00,A,CTA,CATANIA  FONTANAROSSA,קטאניה,CATANIA,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1843,IZ,214,ARKIA  ISRAELI  AIRLINES,2026-07-08T21:35:00,2026-07-08T21:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1844,LY,5418,EL AL ISRAEL AIRLINES,2026-07-08T21:35:00,2026-07-08T21:35:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
1845,EK,2167,EMIRATES,2026-07-08T21:40:00,2026-07-08T21:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1846,FZ,1053,FLYDUBAI,2026-07-08T21:40:00,2026-07-08T21:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1847,6H,358,ISRAIR AIRLINES,2026-07-08T21:40:00,2026-07-08T21:40:00,A,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1848,DL,7448,DELTA AIRLINES,2026-07-08T21:45:00,2026-07-08T21:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1849,IZ,742,ARKIA  ISRAELI  AIRLINES,2026-07-08T21:45:00,2026-07-08T21:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1850,LY,316,EL AL ISRAEL AIRLINES,2026-07-08T21:45:00,2026-07-08T21:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1851,SK,3176,SAS,2026-07-08T21:45:00,2026-07-08T21:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1852,VS,7494,VIRGIN ATLANTIC AIRWAYS,2026-07-08T21:45:00,2026-07-08T21:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1853,LY,092,EL AL ISRAEL AIRLINES,2026-07-08T21:55:00,2026-07-08T21:55:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,,,NOT FINAL,לא סופי
1854,QF,5013,QANTAS AIRWAYS,2026-07-08T21:55:00,2026-07-08T21:55:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,,,NOT FINAL,לא סופי
1855,6H,886,ISRAIR AIRLINES,2026-07-08T22:00:00,2026-07-08T22:00:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
1856,IZ,054,ARKIA  ISRAELI  AIRLINES,2026-07-08T22:15:00,2026-07-08T22:15:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,,,NOT FINAL,לא סופי
1857,LY,081,EL AL ISRAEL AIRLINES,2026-07-08T22:20:00,2026-07-08T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1858,LY,5112,EL AL ISRAEL AIRLINES,2026-07-08T22:20:00,2026-07-08T22:20:00,A,NAP,NAPLES-CAPODICHINO,נאפולי,NAPLES,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1859,QF,5020,QANTAS AIRWAYS,2026-07-08T22:20:00,2026-07-08T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1860,TG,4584,THAI AIRWAYS,2026-07-08T22:20:00,2026-07-08T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1861,VN,3298,VIETNAM AIRLINES,2026-07-08T22:20:00,2026-07-08T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1862,6H,586,ISRAIR AIRLINES,2026-07-08T22:20:00,2026-07-08T22:20:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1863,GQ,720,SKY EXPRESS S.A.,2026-07-08T22:30:00,2026-07-08T22:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1864,H7,457,HISKY,2026-07-08T22:40:00,2026-07-08T22:40:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3,,,NOT FINAL,לא סופי
1865,LY,546,EL AL ISRAEL AIRLINES,2026-07-08T22:40:00,2026-07-08T22:40:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1866,6H,508,ISRAIR AIRLINES,2026-07-08T22:40:00,2026-07-08T22:40:00,A,JTR,SANTORINI,סנטוריני,SANTORINI,יוון,GREECE,3,,,NOT FINAL,לא סופי
1867,J2,331,AZERBAIJAN AIRLINES,2026-07-08T22:45:00,2026-07-08T22:45:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,NOT FINAL,לא סופי
1868,LY,9952,EL AL ISRAEL AIRLINES,2026-07-08T22:45:00,2026-07-08T22:45:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,NOT FINAL,לא סופי
1869,EK,2168,EMIRATES,2026-07-08T22:50:00,2026-07-08T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-37,B,ON TIME,בזמן
1870,FZ,1054,FLYDUBAI,2026-07-08T22:50:00,2026-07-08T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-37,B,ON TIME,בזמן
1871,IZ,828,ARKIA  ISRAELI  AIRLINES,2026-07-08T22:50:00,2026-07-08T22:50:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
1872,AF,7074,AIR FRANCE,2026-07-08T22:55:00,2026-07-08T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1873,AM,7890,AERO MEXICO,2026-07-08T22:55:00,2026-07-08T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1874,BZ,441,BLUE BIRD AIRWAYS,2026-07-08T22:55:00,2026-07-08T22:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
1875,LY,084,EL AL ISRAEL AIRLINES,2026-07-08T22:55:00,2026-07-08T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1876,LY,328,EL AL ISRAEL AIRLINES,2026-07-08T22:55:00,2026-07-08T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1877,QF,5019,QANTAS AIRWAYS,2026-07-08T22:55:00,2026-07-08T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1878,TG,4585,THAI AIRWAYS,2026-07-08T22:55:00,2026-07-08T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1879,VN,3295,VIETNAM AIRLINES,2026-07-08T22:55:00,2026-07-08T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1880,ET,414,ETHIOPIAN AIRLINES,2026-07-08T23:00:00,2026-07-08T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
1881,LY,8806,EL AL ISRAEL AIRLINES,2026-07-08T23:00:00,2026-07-08T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
1882,EY,599,ETIHAD AIRWAYS,2026-07-08T23:05:00,2026-07-08T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1883,LY,9611,EL AL ISRAEL AIRLINES,2026-07-08T23:05:00,2026-07-08T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1884,LH,690,LUFTHANSA,2026-07-08T23:15:00,2026-07-08T23:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1885,6H,566,ISRAIR AIRLINES,2026-07-08T23:15:00,2026-07-08T23:15:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1886,BZ,317,BLUE BIRD AIRWAYS,2026-07-08T23:20:00,2026-07-08T23:20:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
1887,LY,5130,EL AL ISRAEL AIRLINES,2026-07-08T23:20:00,2026-07-08T23:20:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3,,,NOT FINAL,לא סופי
1888,LY,9490,EL AL ISRAEL AIRLINES,2026-07-08T23:20:00,2026-07-08T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
1889,RO,155,TAROM - ROMANIAN AIR TRANSPORT,2026-07-08T23:20:00,2026-07-08T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
1890,GQ,721,SKY EXPRESS S.A.,2026-07-08T23:30:00,2026-07-08T23:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,56-59,C,ON TIME,בזמן
1891,H7,458,HISKY,2026-07-08T23:40:00,2026-07-08T23:40:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3,24-27,A,ON TIME,בזמן
1892,BZ,611,BLUE BIRD AIRWAYS,2026-07-08T23:45:00,2026-07-08T23:45:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1893,LY,5134,EL AL ISRAEL AIRLINES,2026-07-08T23:50:00,2026-07-08T23:50:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1894,AF,6170,AIR FRANCE,2026-07-08T23:55:00,2026-07-08T23:55:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1895,IZ,170,ARKIA  ISRAELI  AIRLINES,2026-07-08T23:55:00,2026-07-08T23:55:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1896,J2,332,AZERBAIJAN AIRLINES,2026-07-08T23:55:00,2026-07-08T23:55:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,40-44,B,ON TIME,בזמן
1897,LY,322,EL AL ISRAEL AIRLINES,2026-07-08T23:55:00,2026-07-08T23:55:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1898,LY,9953,EL AL ISRAEL AIRLINES,2026-07-08T23:55:00,2026-07-08T23:55:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,40-44,B,ON TIME,בזמן
1899,U8,102,TUS AIRWAYS,2026-07-08T23:55:00,2026-07-08T23:55:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1900,U8,235,TUS AIRWAYS,2026-07-08T23:55:00,2026-07-08T23:55:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,,,NOT FINAL,לא סופי
1901,AM,7895,AERO MEXICO,2026-07-09T00:05:00,2026-07-09T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1902,DL,7426,DELTA AIRLINES,2026-07-09T00:05:00,2026-07-09T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1903,IZ,912,ARKIA  ISRAELI  AIRLINES,2026-07-09T00:05:00,2026-07-09T00:05:00,A,STN,LONDON -STANSTED,לונדון,STANSTED,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1904,IZ,991,ARKIA  ISRAELI  AIRLINES,2026-07-09T00:05:00,2026-07-09T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,46-55,B,ON TIME,בזמן
1905,LY,003,EL AL ISRAEL AIRLINES,2026-07-09T00:05:00,2026-07-09T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1906,6H,116,ISRAIR AIRLINES,2026-07-09T00:05:00,2026-07-09T00:05:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1907,6H,254,ISRAIR AIRLINES,2026-07-09T00:05:00,2026-07-09T00:05:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1908,BZ,271,BLUE BIRD AIRWAYS,2026-07-09T00:10:00,2026-07-09T00:10:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1909,AR,7851,AEROLINEAS ARGENTINAS S.A.,2026-07-09T00:15:00,2026-07-09T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1910,BZ,751,BLUE BIRD AIRWAYS,2026-07-09T00:15:00,2026-07-09T00:15:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1911,DL,7437,DELTA AIRLINES,2026-07-09T00:15:00,2026-07-09T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1912,LY,017,EL AL ISRAEL AIRLINES,2026-07-09T00:15:00,2026-07-09T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1913,LY,5138,EL AL ISRAEL AIRLINES,2026-07-09T00:15:00,2026-07-09T00:15:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1914,IZ,598,ARKIA  ISRAELI  AIRLINES,2026-07-09T00:20:00,2026-07-09T00:20:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1915,LY,9491,EL AL ISRAEL AIRLINES,2026-07-09T00:20:00,2026-07-09T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,20-22,A,ON TIME,בזמן
1916,RO,156,TAROM - ROMANIAN AIR TRANSPORT,2026-07-09T00:20:00,2026-07-09T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,20-22,A,ON TIME,בזמן
1917,BT,6682,AIR BALTIC,2026-07-09T00:40:00,2026-07-09T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1918,BZ,261,BLUE BIRD AIRWAYS,2026-07-09T00:40:00,2026-07-09T00:40:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1919,LY,248,EL AL ISRAEL AIRLINES,2026-07-09T00:40:00,2026-07-09T00:40:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
1920,LY,282,EL AL ISRAEL AIRLINES,2026-07-09T00:40:00,2026-07-09T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1921,TP,8911,AIR PORTUGAL,2026-07-09T00:40:00,2026-07-09T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1922,LY,352,EL AL ISRAEL AIRLINES,2026-07-09T00:45:00,2026-07-09T00:45:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1923,LY,544,EL AL ISRAEL AIRLINES,2026-07-09T00:50:00,2026-07-09T00:50:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1924,LY,572,EL AL ISRAEL AIRLINES,2026-07-09T00:50:00,2026-07-09T00:50:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
1925,RO,9101,TAROM - ROMANIAN AIR TRANSPORT,2026-07-09T00:50:00,2026-07-09T00:50:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
1926,DL,7443,DELTA AIRLINES,2026-07-09T00:55:00,2026-07-09T00:55:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1927,EY,600,ETIHAD AIRWAYS,2026-07-09T00:55:00,2026-07-09T00:55:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-19,A,ON TIME,בזמן
1928,LH,691,LUFTHANSA,2026-07-09T00:55:00,2026-07-09T00:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,29-33,A,ON TIME,בזמן
1929,LY,027,EL AL ISRAEL AIRLINES,2026-07-09T00:55:00,2026-07-09T00:55:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1930,LY,083,EL AL ISRAEL AIRLINES,2026-07-09T00:55:00,2026-07-09T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1931,LY,9612,EL AL ISRAEL AIRLINES,2026-07-09T00:55:00,2026-07-09T00:55:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-19,A,ON TIME,בזמן
1932,QF,5018,QANTAS AIRWAYS,2026-07-09T00:55:00,2026-07-09T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1933,TG,4586,THAI AIRWAYS,2026-07-09T00:55:00,2026-07-09T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1934,VN,3294,VIETNAM AIRLINES,2026-07-09T00:55:00,2026-07-09T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1935,AM,7869,AERO MEXICO,2026-07-09T01:00:00,2026-07-09T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1936,DL,7424,DELTA AIRLINES,2026-07-09T01:00:00,2026-07-09T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1937,DL,7441,DELTA AIRLINES,2026-07-09T01:00:00,2026-07-09T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1938,ET,405,ETHIOPIAN AIRLINES,2026-07-09T01:00:00,2026-07-09T01:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,2-6,A,ON TIME,בזמן
1939,IZ,512,ARKIA  ISRAELI  AIRLINES,2026-07-09T01:00:00,2026-07-09T01:00:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1940,LY,001,EL AL ISRAEL AIRLINES,2026-07-09T01:00:00,2026-07-09T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1941,LY,025,EL AL ISRAEL AIRLINES,2026-07-09T01:00:00,2026-07-09T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1942,LY,8807,EL AL ISRAEL AIRLINES,2026-07-09T01:00:00,2026-07-09T01:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,2-6,A,ON TIME,בזמן
1943,AM,7875,AERO MEXICO,2026-07-09T01:05:00,2026-07-09T01:05:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1944,DL,7428,DELTA AIRLINES,2026-07-09T01:05:00,2026-07-09T01:05:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1945,LY,005,EL AL ISRAEL AIRLINES,2026-07-09T01:05:00,2026-07-09T01:05:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1946,A3,456,AEGEAN  AIRLINES,2026-07-09T01:50:00,2026-07-09T01:50:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1947,A3,458,AEGEAN  AIRLINES,2026-07-09T01:50:00,2026-07-09T01:50:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1948,BT,6672,AIR BALTIC,2026-07-09T01:55:00,2026-07-09T01:55:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
1949,LY,364,EL AL ISRAEL AIRLINES,2026-07-09T01:55:00,2026-07-09T01:55:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
1950,6H,168,ISRAIR AIRLINES,2026-07-09T01:55:00,2026-07-09T01:55:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3,,,NOT FINAL,לא סופי
1951,BZ,563,BLUE BIRD AIRWAYS,2026-07-09T02:00:00,2026-07-09T02:00:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
1952,IZ,1224,ARKIA  ISRAELI  AIRLINES,2026-07-09T02:00:00,2026-07-09T02:00:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,NOT FINAL,לא סופי
1953,6H,716,ISRAIR AIRLINES,2026-07-09T02:00:00,2026-07-09T02:00:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
1954,6H,912,ISRAIR AIRLINES,2026-07-09T02:00:00,2026-07-09T02:00:00,A,ZNZ,ZANZIBAR,זנזיבר,ZANZIBAR,טנזניה,TANZANIA,3,,,NOT FINAL,לא סופי
1955,AR,7856,AEROLINEAS ARGENTINAS S.A.,2026-07-09T02:10:00,2026-07-09T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1956,BT,6688,AIR BALTIC,2026-07-09T02:10:00,2026-07-09T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
1957,IZ,1412,ARKIA  ISRAELI  AIRLINES,2026-07-09T02:10:00,2026-07-09T02:10:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3,,,NOT FINAL,לא סופי
1958,LY,344,EL AL ISRAEL AIRLINES,2026-07-09T02:10:00,2026-07-09T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
1959,LY,384,EL AL ISRAEL AIRLINES,2026-07-09T02:10:00,2026-07-09T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
