id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,avg_flight_hours_estimate
690,5F,5509,FLYONE,2026-07-12T18:30:00,2026-07-12T19:17:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,,,LANDING,בנחיתה,2.25
691,BZ,758,BLUE BIRD AIRWAYS,2026-07-12T19:20:00,2026-07-12T19:20:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,37-55,B,ON TIME,בזמן,1.75
692,IZ,822,ARKIA  ISRAELI  AIRLINES,2026-07-12T19:20:00,2026-07-12T19:21:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,LANDING,בנחיתה,1.0
693,AM,7865,AERO MEXICO,2026-07-12T19:25:00,2026-07-12T19:25:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
694,DL,7432,DELTA AIRLINES,2026-07-12T19:25:00,2026-07-12T19:25:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
695,EK,2451,EMIRATES,2026-07-12T19:25:00,2026-07-12T19:25:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-61,C,ON TIME,בזמן,3.25
696,FZ,1626,FLYDUBAI,2026-07-12T19:25:00,2026-07-12T19:25:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-61,C,ON TIME,בזמן,3.25
697,LY,011,EL AL ISRAEL AIRLINES,2026-07-12T19:25:00,2026-07-12T19:25:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
698,LY,5195,EL AL ISRAEL AIRLINES,2026-07-12T19:30:00,2026-07-12T19:30:00,D,BEG,BELGRADE,בלגרד,BELGRADE,סרביה,SERBIA,1.0,312-325,A,ON TIME,בזמן,2.75
699,LY,543,EL AL ISRAEL AIRLINES,2026-07-12T19:30:00,2026-07-12T19:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,78-99,D,ON TIME,בזמן,1.75
700,IZ,994,ARKIA  ISRAELI  AIRLINES,2026-07-12T19:50:00,2026-07-12T19:34:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,11.5
701,BZ,701,BLUE BIRD AIRWAYS,2026-07-12T18:40:00,2026-07-12T19:37:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDING,בנחיתה,1.75
702,LY,2367,EL AL ISRAEL AIRLINES,2026-07-12T19:40:00,2026-07-12T19:40:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,78-99,D,ON TIME,בזמן,3.0
703,LY,5137,EL AL ISRAEL AIRLINES,2026-07-12T19:40:00,2026-07-12T19:40:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,1.0,312-325,A,ON TIME,בזמן,1.0
704,6H,891,ISRAIR AIRLINES,2026-07-12T19:40:00,2026-07-12T19:40:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,305-309,A,ON TIME,בזמן,2.75
705,4L,102,ONE CLICK,2026-07-12T18:55:00,2026-07-12T19:45:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,30-33,A,ON TIME,בזמן,2.75
706,LY,5450,EL AL ISRAEL AIRLINES,2026-07-12T20:20:00,2026-07-12T19:46:00,A,PVK,PREVEZA,פרבצה,PREVEZA,יוון,GREECE,3.0,,,FINAL,סופי,1.75
707,LY,5142,EL AL ISRAEL AIRLINES,2026-07-12T19:35:00,2026-07-12T19:49:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,FINAL,סופי,1.0
708,BZ,564,BLUE BIRD AIRWAYS,2026-07-12T19:10:00,2026-07-12T19:50:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,37-55,B,ON TIME,בזמן,2.0
709,4V,517,SKY UP NISTRU,2026-07-12T19:00:00,2026-07-12T19:57:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,,,FINAL,סופי,2.25
710,6H,046,ISRAIR AIRLINES,2026-07-12T20:15:00,2026-07-12T20:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,NOT FINAL,לא סופי,1.0
711,A3,926,AEGEAN  AIRLINES,2026-07-12T19:00:00,2026-07-12T20:03:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,FINAL,סופי,1.75
712,EK,4976,EMIRATES,2026-07-12T19:00:00,2026-07-12T20:03:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,FINAL,סופי,1.75
713,JU,7620,AIR SERBIA,2026-07-12T19:00:00,2026-07-12T20:03:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,FINAL,סופי,1.75
714,AM,7880,AERO MEXICO,2026-07-12T19:35:00,2026-07-12T20:06:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,11.5
715,DL,7433,DELTA AIRLINES,2026-07-12T19:35:00,2026-07-12T20:06:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,11.5
716,LY,014,EL AL ISRAEL AIRLINES,2026-07-12T19:35:00,2026-07-12T20:06:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,11.5
717,BZ,698,BLUE BIRD AIRWAYS,2026-07-12T17:20:00,2026-07-12T20:10:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,46-55,B,ON TIME,בזמן,1.75
718,EY,598,ETIHAD AIRWAYS,2026-07-12T20:10:00,2026-07-12T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,12-17,A,ON TIME,בזמן,3.25
719,LY,9607,EL AL ISRAEL AIRLINES,2026-07-12T20:10:00,2026-07-12T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,12-17,A,ON TIME,בזמן,3.25
720,6H,598,ISRAIR AIRLINES,2026-07-12T20:10:00,2026-07-12T20:10:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
721,LY,5116,EL AL ISRAEL AIRLINES,2026-07-12T19:20:00,2026-07-12T20:13:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,FINAL,סופי,2.75
722,5F,5510,FLYONE,2026-07-12T19:30:00,2026-07-12T20:15:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,23-26,A,ON TIME,בזמן,2.25
723,6H,532,ISRAIR AIRLINES,2026-07-12T20:15:00,2026-07-12T20:15:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,,,FINAL,סופי,1.75
724,6H,516,ISRAIR AIRLINES,2026-07-12T19:55:00,2026-07-12T20:17:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,FINAL,סופי,1.75
725,IZ,827,ARKIA  ISRAELI  AIRLINES,2026-07-12T20:20:00,2026-07-12T20:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,349-354,C,ON TIME,בזמן,1.0
726,6H,888,ISRAIR AIRLINES,2026-07-12T19:50:00,2026-07-12T20:20:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,FINAL,סופי,2.75
727,U8,157,TUS AIRWAYS,2026-07-12T19:00:00,2026-07-12T20:22:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,DELAYED,עיכוב,1.0
728,6H,163,ISRAIR AIRLINES,2026-07-12T20:30:00,2026-07-12T20:30:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,1.0,305-309,A,ON TIME,בזמן,2.0
729,6H,512,ISRAIR AIRLINES,2026-07-12T18:05:00,2026-07-12T20:36:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,DELAYED,עיכוב,1.75
730,AF,7070,AIR FRANCE,2026-07-12T20:55:00,2026-07-12T20:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,FINAL,סופי,4.5
731,AM,7862,AERO MEXICO,2026-07-12T20:55:00,2026-07-12T20:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,FINAL,סופי,4.5
732,LY,324,EL AL ISRAEL AIRLINES,2026-07-12T20:55:00,2026-07-12T20:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,FINAL,סופי,4.5
733,SK,3160,SAS,2026-07-12T20:55:00,2026-07-12T20:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,FINAL,סופי,4.5
734,BZ,697,BLUE BIRD AIRWAYS,2026-07-12T20:45:00,2026-07-12T20:45:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,,,NOT FINAL,לא סופי,2.0
735,EK,2346,EMIRATES,2026-07-12T20:45:00,2026-07-12T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-61,C,ON TIME,בזמן,3.25
736,FZ,1808,FLYDUBAI,2026-07-12T20:45:00,2026-07-12T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,56-61,C,ON TIME,בזמן,3.25
737,WZ,4312,RED WINGS AIRLINES,2026-07-12T20:45:00,2026-07-12T20:45:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3.0,62-64,C,ON TIME,בזמן,4.0
738,6H,729,ISRAIR AIRLINES,2026-07-12T18:10:00,2026-07-12T20:45:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,201-210,G,ON TIME,בזמן,2.0
739,LY,5109,EL AL ISRAEL AIRLINES,2026-07-12T20:50:00,2026-07-12T20:50:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,312-325,A,ON TIME,בזמן,2.75
740,4V,518,SKY UP NISTRU,2026-07-12T20:00:00,2026-07-12T20:50:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,34-36,B,ON TIME,בזמן,2.25
741,U8,159,TUS AIRWAYS,2026-07-12T19:00:00,2026-07-12T20:54:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,DELAYED,עיכוב,1.0
742,DL,7446,DELTA AIRLINES,2026-07-12T20:55:00,2026-07-12T20:56:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,11.5
743,LY,122,EL AL ISRAEL AIRLINES,2026-07-12T20:55:00,2026-07-12T20:56:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,11.5
744,W6,4433,WIZZAIR,2026-07-12T21:00:00,2026-07-12T20:59:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,,,FINAL,סופי,2.0
745,A3,927,AEGEAN  AIRLINES,2026-07-12T19:55:00,2026-07-12T21:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,223-226,G,ON TIME,בזמן,1.75
746,EK,4978,EMIRATES,2026-07-12T19:55:00,2026-07-12T21:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,223-226,G,ON TIME,בזמן,1.75
747,IZ,368,ARKIA  ISRAELI  AIRLINES,2026-07-12T21:00:00,2026-07-12T21:00:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3.0,,,NOT FINAL,לא סופי,2.75
748,JU,7614,AIR SERBIA,2026-07-12T19:55:00,2026-07-12T21:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,223-226,G,ON TIME,בזמן,1.75
749,LY,5181,EL AL ISRAEL AIRLINES,2026-07-12T21:00:00,2026-07-12T21:00:00,D,ZAG,ZAGREB,זאגרב,ZAGREB,קרואטיה,CROATIA,1.0,312-325,A,ON TIME,בזמן,2.75
750,6H,711,ISRAIR AIRLINES,2026-07-12T18:00:00,2026-07-12T21:05:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3.0,201-210,G,ON TIME,בזמן,2.0
751,LY,5129,EL AL ISRAEL AIRLINES,2026-07-12T21:15:00,2026-07-12T21:15:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,78-99,D,ON TIME,בזמן,2.25
752,6H,581,ISRAIR AIRLINES,2026-07-12T21:15:00,2026-07-12T21:15:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,201-209,G,ON TIME,בזמן,1.0
753,6H,713,ISRAIR AIRLINES,2026-07-12T21:15:00,2026-07-12T21:15:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3.0,201-210,G,ON TIME,בזמן,2.0
754,LY,5133,EL AL ISRAEL AIRLINES,2026-07-12T20:30:00,2026-07-12T21:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1.0,312-325,A,ON TIME,בזמן,1.0
755,EK,2167,EMIRATES,2026-07-12T21:40:00,2026-07-12T21:24:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,FINAL,סופי,3.25
756,FZ,1053,FLYDUBAI,2026-07-12T21:40:00,2026-07-12T21:24:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,FINAL,סופי,3.25
757,6H,563,ISRAIR AIRLINES,2026-07-12T21:25:00,2026-07-12T21:25:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,201-210,G,ON TIME,בזמן,1.75
758,6H,895,ISRAIR AIRLINES,2026-07-12T21:30:00,2026-07-12T21:30:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,201-210,G,ON TIME,בזמן,2.75
759,LY,578,EL AL ISRAEL AIRLINES,2026-07-12T21:20:00,2026-07-12T21:30:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,FINAL,סופי,2.5
760,J2,321,AZERBAIJAN AIRLINES,2026-07-12T21:45:00,2026-07-12T21:32:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,FINAL,סופי,2.75
761,LY,9956,EL AL ISRAEL AIRLINES,2026-07-12T21:45:00,2026-07-12T21:32:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,FINAL,סופי,2.75
762,IZ,094,ARKIA  ISRAELI  AIRLINES,2026-07-12T20:15:00,2026-07-12T21:40:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,DELAYED,עיכוב,1.75
763,IZ,412,ARKIA  ISRAELI  AIRLINES,2026-07-12T21:50:00,2026-07-12T21:50:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,2.0
764,U8,102,TUS AIRWAYS,2026-07-12T21:55:00,2026-07-12T21:55:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
765,U8,461,TUS AIRWAYS,2026-07-12T21:55:00,2026-07-12T21:55:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,3.75
766,W6,4434,WIZZAIR,2026-07-12T21:55:00,2026-07-12T21:55:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,1.0,361-363,D,ON TIME,בזמן,2.0
767,DL,7448,DELTA AIRLINES,2026-07-12T22:00:00,2026-07-12T21:59:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,FINAL,סופי,5.0
768,LY,316,EL AL ISRAEL AIRLINES,2026-07-12T22:00:00,2026-07-12T21:59:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,FINAL,סופי,5.0
769,SK,3176,SAS,2026-07-12T22:00:00,2026-07-12T21:59:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,FINAL,סופי,5.0
770,VS,7494,VIRGIN ATLANTIC AIRWAYS,2026-07-12T22:00:00,2026-07-12T21:59:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,FINAL,סופי,5.0
771,IZ,417,ARKIA  ISRAELI  AIRLINES,2026-07-12T18:10:00,2026-07-12T22:00:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,G1-G7,G,ON TIME,בזמן,2.75
772,IZ,410,ARKIA  ISRAELI  AIRLINES,2026-07-12T22:05:00,2026-07-12T22:05:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,2.75
773,BZ,317,BLUE BIRD AIRWAYS,2026-07-12T22:10:00,2026-07-12T22:14:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,FINAL,סופי,3.5
774,LY,081,EL AL ISRAEL AIRLINES,2026-07-12T22:20:00,2026-07-12T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
775,QF,5020,QANTAS AIRWAYS,2026-07-12T22:20:00,2026-07-12T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
776,TG,4584,THAI AIRWAYS,2026-07-12T22:20:00,2026-07-12T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
777,VN,3298,VIETNAM AIRLINES,2026-07-12T22:20:00,2026-07-12T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
778,6H,596,ISRAIR AIRLINES,2026-07-12T22:25:00,2026-07-12T22:25:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
779,H7,457,HISKY,2026-07-12T22:40:00,2026-07-12T22:40:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,,,NOT FINAL,לא סופי,2.25
780,IZ,215,ARKIA  ISRAELI  AIRLINES,2026-07-12T21:10:00,2026-07-12T22:40:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,G1-G6,G,ON TIME,בזמן,1.75
781,LY,546,EL AL ISRAEL AIRLINES,2026-07-12T22:40:00,2026-07-12T22:40:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
782,IZ,054,ARKIA  ISRAELI  AIRLINES,2026-07-12T22:15:00,2026-07-12T22:45:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,,,DELAYED,עיכוב,1.75
783,BZ,251,BLUE BIRD AIRWAYS,2026-07-12T22:50:00,2026-07-12T22:50:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
784,EK,2168,EMIRATES,2026-07-12T22:50:00,2026-07-12T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,34-37,B,ON TIME,בזמן,3.25
785,FZ,1054,FLYDUBAI,2026-07-12T22:50:00,2026-07-12T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,34-37,B,ON TIME,בזמן,3.25
786,IZ,828,ARKIA  ISRAELI  AIRLINES,2026-07-12T22:50:00,2026-07-12T22:50:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,NOT FINAL,לא סופי,1.0
787,ET,414,ETHIOPIAN AIRLINES,2026-07-12T22:55:00,2026-07-12T22:55:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,4.5
788,LY,8806,EL AL ISRAEL AIRLINES,2026-07-12T22:55:00,2026-07-12T22:55:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,4.5
789,U8,235,TUS AIRWAYS,2026-07-12T22:55:00,2026-07-12T22:55:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
790,6H,566,ISRAIR AIRLINES,2026-07-12T22:55:00,2026-07-12T22:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
791,J2,322,AZERBAIJAN AIRLINES,2026-07-12T23:00:00,2026-07-12T23:00:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,42-46,B,ON TIME,בזמן,2.75
792,LY,9955,EL AL ISRAEL AIRLINES,2026-07-12T23:00:00,2026-07-12T23:00:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,42-46,B,ON TIME,בזמן,2.75
793,EY,599,ETIHAD AIRWAYS,2026-07-12T23:05:00,2026-07-12T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
794,LY,9611,EL AL ISRAEL AIRLINES,2026-07-12T23:05:00,2026-07-12T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
795,LY,5138,EL AL ISRAEL AIRLINES,2026-07-12T23:10:00,2026-07-12T23:10:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
796,LH,690,LUFTHANSA,2026-07-12T23:15:00,2026-07-12T23:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,4.25
797,LY,9492,EL AL ISRAEL AIRLINES,2026-07-12T23:20:00,2026-07-12T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,2.5
798,RO,2153,TAROM - ROMANIAN AIR TRANSPORT,2026-07-12T23:20:00,2026-07-12T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,2.5
799,IZ,282,ARKIA  ISRAELI  AIRLINES,2026-07-12T23:25:00,2026-07-12T23:25:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,3.75
800,IZ,219B,ARKIA  ISRAELI  AIRLINES,2026-07-12T23:30:00,2026-07-12T23:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,CANCELED,מבוטלת,1.75
801,AM,7861,AERO MEXICO,2026-07-12T23:35:00,2026-07-12T23:33:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,11.5
802,DL,7445,DELTA AIRLINES,2026-07-12T23:35:00,2026-07-12T23:33:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,11.5
803,LY,106,EL AL ISRAEL AIRLINES,2026-07-12T23:35:00,2026-07-12T23:33:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,,,FINAL,סופי,11.5
804,LY,084,EL AL ISRAEL AIRLINES,2026-07-13T00:05:00,2026-07-12T23:37:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,FINAL,סופי,9.5
805,QF,5019,QANTAS AIRWAYS,2026-07-13T00:05:00,2026-07-12T23:37:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,FINAL,סופי,9.5
806,TG,4585,THAI AIRWAYS,2026-07-13T00:05:00,2026-07-12T23:37:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,FINAL,סופי,9.5
807,VN,3295,VIETNAM AIRLINES,2026-07-13T00:05:00,2026-07-12T23:37:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,FINAL,סופי,9.5
808,H7,458,HISKY,2026-07-12T23:40:00,2026-07-12T23:40:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,38-41,B,ON TIME,בזמן,2.25
809,6H,726,ISRAIR AIRLINES,2026-07-12T23:40:00,2026-07-12T23:40:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,NOT FINAL,לא סופי,3.0
810,IZ,1161,ARKIA  ISRAELI  AIRLINES,2026-07-12T21:55:00,2026-07-12T23:45:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,G1-G7,G,ON TIME,בזמן,1.0
811,BZ,155,BLUE BIRD AIRWAYS,2026-07-12T23:50:00,2026-07-12T23:50:00,A,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
