id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,flight_duration_minutes,flight_duration_days
1458,LY,012,EL AL ISRAEL AIRLINES,2026-07-13T19:40:00,2026-07-13T19:40:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1459,LY,2367,EL AL ISRAEL AIRLINES,2026-07-13T19:40:00,2026-07-13T19:40:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1460,LY,5133,EL AL ISRAEL AIRLINES,2026-07-13T19:40:00,2026-07-13T19:40:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1.0,310-319,A,ON TIME,בזמן,0.0,0.0
1461,6H,897,ISRAIR AIRLINES,2026-07-13T19:40:00,2026-07-13T19:40:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,305-308,A,ON TIME,בזמן,0.0,0.0
1462,LY,091,EL AL ISRAEL AIRLINES,2026-07-13T19:45:00,2026-07-13T19:45:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1463,LY,5064,EL AL ISRAEL AIRLINES,2026-07-13T19:45:00,2026-07-13T19:45:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1464,QF,5014,QANTAS AIRWAYS,2026-07-13T19:45:00,2026-07-13T19:45:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1465,A3,927,AEGEAN  AIRLINES,2026-07-13T19:55:00,2026-07-13T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,40-43,B,ON TIME,בזמן,0.0,0.0
1466,EK,4978,EMIRATES,2026-07-13T19:55:00,2026-07-13T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,40-43,B,ON TIME,בזמן,0.0,0.0
1467,JU,7614,AIR SERBIA,2026-07-13T19:55:00,2026-07-13T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,40-43,B,ON TIME,בזמן,0.0,0.0
1468,W6,4604,WIZZAIR,2026-07-13T19:55:00,2026-07-13T19:55:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1.0,361-365,D,ON TIME,בזמן,0.0,0.0
1469,6H,583,ISRAIR AIRLINES,2026-07-13T20:00:00,2026-07-13T20:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,201-204,G,ON TIME,בזמן,0.0,0.0
1470,EY,598,ETIHAD AIRWAYS,2026-07-13T20:10:00,2026-07-13T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,12-19,A,ON TIME,בזמן,0.0,0.0
1471,IZ,224,ARKIA  ISRAELI  AIRLINES,2026-07-13T20:10:00,2026-07-13T20:10:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1472,IZ,822,ARKIA  ISRAELI  AIRLINES,2026-07-13T20:10:00,2026-07-13T20:10:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,NOT FINAL,לא סופי,0.0,0.0
1473,LY,9607,EL AL ISRAEL AIRLINES,2026-07-13T20:10:00,2026-07-13T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,12-19,A,ON TIME,בזמן,0.0,0.0
1474,WZ,4311,RED WINGS AIRLINES,2026-07-13T20:15:00,2026-07-13T20:15:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1475,LY,5142,EL AL ISRAEL AIRLINES,2026-07-13T20:20:00,2026-07-13T20:20:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1476,6H,562,ISRAIR AIRLINES,2026-07-13T20:25:00,2026-07-13T20:25:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1477,EK,2346,EMIRATES,2026-07-13T20:45:00,2026-07-13T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,34-37,B,ON TIME,בזמן,0.0,0.0
1478,FZ,1808,FLYDUBAI,2026-07-13T20:45:00,2026-07-13T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,34-37,B,ON TIME,בזמן,0.0,0.0
1479,LY,5109,EL AL ISRAEL AIRLINES,2026-07-13T20:50:00,2026-07-13T20:50:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,310-319,A,ON TIME,בזמן,0.0,0.0
1480,AF,7070,AIR FRANCE,2026-07-13T20:55:00,2026-07-13T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1481,AM,7862,AERO MEXICO,2026-07-13T20:55:00,2026-07-13T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1482,IZ,094,ARKIA  ISRAELI  AIRLINES,2026-07-13T20:55:00,2026-07-13T20:55:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1483,IZ,170,ARKIA  ISRAELI  AIRLINES,2026-07-13T20:55:00,2026-07-13T20:55:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1484,LY,324,EL AL ISRAEL AIRLINES,2026-07-13T20:55:00,2026-07-13T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1485,SK,3160,SAS,2026-07-13T20:55:00,2026-07-13T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1486,W4,6049,WIZZ AIR MALTA,2026-07-13T21:00:00,2026-07-13T21:00:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1487,IZ,827,ARKIA  ISRAELI  AIRLINES,2026-07-13T21:10:00,2026-07-13T21:10:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,349-354,C,ON TIME,בזמן,0.0,0.0
1488,6H,598,ISRAIR AIRLINES,2026-07-13T21:10:00,2026-07-13T21:10:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1489,WZ,4312,RED WINGS AIRLINES,2026-07-13T21:15:00,2026-07-13T21:15:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3.0,20-22,A,ON TIME,בזמן,0.0,0.0
1490,6H,508,ISRAIR AIRLINES,2026-07-13T21:15:00,2026-07-13T21:15:00,A,JTR,SANTORINI,סנטוריני,SANTORINI,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1491,6H,582,ISRAIR AIRLINES,2026-07-13T21:25:00,2026-07-13T21:25:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1492,LY,5137,EL AL ISRAEL AIRLINES,2026-07-13T21:35:00,2026-07-13T21:35:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,1.0,310-319,A,ON TIME,בזמן,0.0,0.0
1493,6H,716,ISRAIR AIRLINES,2026-07-13T21:35:00,2026-07-13T21:35:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1494,EK,2167,EMIRATES,2026-07-13T21:40:00,2026-07-13T21:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1495,FZ,1053,FLYDUBAI,2026-07-13T21:40:00,2026-07-13T21:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1496,IZ,742,ARKIA  ISRAELI  AIRLINES,2026-07-13T21:45:00,2026-07-13T21:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1497,IZ,1161,ARKIA  ISRAELI  AIRLINES,2026-07-13T21:50:00,2026-07-13T21:50:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1.0,332-335,B,ON TIME,בזמן,0.0,0.0
1498,LY,5112,EL AL ISRAEL AIRLINES,2026-07-13T21:50:00,2026-07-13T21:50:00,A,NAP,NAPLES-CAPODICHINO,נאפולי,NAPLES,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1499,IZ,054,ARKIA  ISRAELI  AIRLINES,2026-07-13T21:55:00,2026-07-13T21:55:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1500,IZ,214,ARKIA  ISRAELI  AIRLINES,2026-07-13T21:55:00,2026-07-13T21:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1501,W4,6050,WIZZ AIR MALTA,2026-07-13T21:55:00,2026-07-13T21:55:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,1.0,361-363,D,ON TIME,בזמן,0.0,0.0
1502,DL,7448,DELTA AIRLINES,2026-07-13T22:00:00,2026-07-13T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1503,LY,316,EL AL ISRAEL AIRLINES,2026-07-13T22:00:00,2026-07-13T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1504,SK,3176,SAS,2026-07-13T22:00:00,2026-07-13T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1505,VS,7494,VIRGIN ATLANTIC AIRWAYS,2026-07-13T22:00:00,2026-07-13T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1506,BZ,317,BLUE BIRD AIRWAYS,2026-07-13T22:10:00,2026-07-13T22:10:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1507,J2,321,AZERBAIJAN AIRLINES,2026-07-13T22:15:00,2026-07-13T22:15:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1508,LY,9956,EL AL ISRAEL AIRLINES,2026-07-13T22:15:00,2026-07-13T22:15:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1509,U8,461,TUS AIRWAYS,2026-07-13T22:15:00,2026-07-13T22:15:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1510,LY,081,EL AL ISRAEL AIRLINES,2026-07-13T22:20:00,2026-07-13T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1511,QF,5020,QANTAS AIRWAYS,2026-07-13T22:20:00,2026-07-13T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1512,TG,4584,THAI AIRWAYS,2026-07-13T22:20:00,2026-07-13T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1513,VN,3298,VIETNAM AIRLINES,2026-07-13T22:20:00,2026-07-13T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1514,BZ,155,BLUE BIRD AIRWAYS,2026-07-13T22:25:00,2026-07-13T22:25:00,A,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1515,H7,457,HISKY,2026-07-13T22:25:00,2026-07-13T22:25:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1516,BZ,703,BLUE BIRD AIRWAYS,2026-07-13T22:30:00,2026-07-13T22:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1517,GQ,720,SKY EXPRESS S.A.,2026-07-13T22:30:00,2026-07-13T22:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1518,6H,358,ISRAIR AIRLINES,2026-07-13T22:40:00,2026-07-13T22:40:00,A,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1519,EK,2168,EMIRATES,2026-07-13T22:50:00,2026-07-13T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,34-37,B,ON TIME,בזמן,0.0,0.0
1520,FZ,1054,FLYDUBAI,2026-07-13T22:50:00,2026-07-13T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,34-37,B,ON TIME,בזמן,0.0,0.0
1521,IZ,828,ARKIA  ISRAELI  AIRLINES,2026-07-13T22:50:00,2026-07-13T22:50:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,NOT FINAL,לא סופי,0.0,0.0
1522,AF,7074,AIR FRANCE,2026-07-13T22:55:00,2026-07-13T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1523,AM,7890,AERO MEXICO,2026-07-13T22:55:00,2026-07-13T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1524,LY,084,EL AL ISRAEL AIRLINES,2026-07-13T22:55:00,2026-07-13T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1525,LY,328,EL AL ISRAEL AIRLINES,2026-07-13T22:55:00,2026-07-13T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1526,LY,546,EL AL ISRAEL AIRLINES,2026-07-13T22:55:00,2026-07-13T22:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1527,QF,5019,QANTAS AIRWAYS,2026-07-13T22:55:00,2026-07-13T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1528,TG,4585,THAI AIRWAYS,2026-07-13T22:55:00,2026-07-13T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1529,VN,3295,VIETNAM AIRLINES,2026-07-13T22:55:00,2026-07-13T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1530,BZ,441,BLUE BIRD AIRWAYS,2026-07-13T23:00:00,2026-07-13T23:00:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1531,ET,414,ETHIOPIAN AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1532,IZ,388,ARKIA  ISRAELI  AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,BEG,BELGRADE,בלגרד,BELGRADE,סרביה,SERBIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1533,LY,5134,EL AL ISRAEL AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1534,LY,8806,EL AL ISRAEL AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1535,WZ,015,RED WINGS AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,ZIA,MOSCOW-ZHUKOVSKY INTL AIRPOTR,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1536,EY,599,ETIHAD AIRWAYS,2026-07-13T23:05:00,2026-07-13T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1537,LY,9611,EL AL ISRAEL AIRLINES,2026-07-13T23:05:00,2026-07-13T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1538,BZ,751,BLUE BIRD AIRWAYS,2026-07-13T23:10:00,2026-07-13T23:10:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1539,6H,346,ISRAIR AIRLINES,2026-07-13T23:10:00,2026-07-13T23:10:00,A,NAP,NAPLES-CAPODICHINO,נאפולי,NAPLES,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1540,6H,584,ISRAIR AIRLINES,2026-07-13T23:10:00,2026-07-13T23:10:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1541,J2,322,AZERBAIJAN AIRLINES,2026-07-13T23:15:00,2026-07-13T23:15:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,42-46,B,ON TIME,בזמן,0.0,0.0
1542,LH,690,LUFTHANSA,2026-07-13T23:15:00,2026-07-13T23:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1543,LY,9955,EL AL ISRAEL AIRLINES,2026-07-13T23:15:00,2026-07-13T23:15:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,42-46,B,ON TIME,בזמן,0.0,0.0
1544,LY,9490,EL AL ISRAEL AIRLINES,2026-07-13T23:20:00,2026-07-13T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1545,RO,155,TAROM - ROMANIAN AIR TRANSPORT,2026-07-13T23:20:00,2026-07-13T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1546,BZ,251,BLUE BIRD AIRWAYS,2026-07-13T23:30:00,2026-07-13T23:30:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1547,GQ,721,SKY EXPRESS S.A.,2026-07-13T23:30:00,2026-07-13T23:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,38-41,B,ON TIME,בזמן,0.0,0.0
1548,H7,458,HISKY,2026-07-13T23:40:00,2026-07-13T23:40:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,24-27,A,ON TIME,בזמן,0.0,0.0
1549,6H,724,ISRAIR AIRLINES,2026-07-13T23:40:00,2026-07-13T23:40:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1550,IZ,912,ARKIA  ISRAELI  AIRLINES,2026-07-13T23:55:00,2026-07-13T23:55:00,A,STN,LONDON -STANSTED,לונדון,STANSTED,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1551,6H,886,ISRAIR AIRLINES,2026-07-14T00:00:00,2026-07-14T00:00:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1552,IZ,991,ARKIA  ISRAELI  AIRLINES,2026-07-14T00:05:00,2026-07-14T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,47-55,B,ON TIME,בזמן,0.0,0.0
1553,6H,116,ISRAIR AIRLINES,2026-07-14T00:05:00,2026-07-14T00:05:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1554,6H,164,ISRAIR AIRLINES,2026-07-14T00:05:00,2026-07-14T00:05:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1555,AF,6170,AIR FRANCE,2026-07-14T00:10:00,2026-07-14T00:10:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1556,LY,322,EL AL ISRAEL AIRLINES,2026-07-14T00:10:00,2026-07-14T00:10:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1557,AR,7851,AEROLINEAS ARGENTINAS S.A.,2026-07-14T00:15:00,2026-07-14T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1558,DL,7437,DELTA AIRLINES,2026-07-14T00:15:00,2026-07-14T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1559,LY,017,EL AL ISRAEL AIRLINES,2026-07-14T00:15:00,2026-07-14T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1560,WZ,016,RED WINGS AIRLINES,2026-07-14T00:15:00,2026-07-14T00:15:00,D,ZIA,MOSCOW-ZHUKOVSKY INTL AIRPOTR,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3.0,20-23,A,ON TIME,בזמן,0.0,0.0
1561,IZ,592,ARKIA  ISRAELI  AIRLINES,2026-07-14T00:20:00,2026-07-14T00:20:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,CANCELED,מבוטלת,0.0,0.0
1562,LY,9491,EL AL ISRAEL AIRLINES,2026-07-14T00:20:00,2026-07-14T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,8-10,A,ON TIME,בזמן,0.0,0.0
1563,RO,156,TAROM - ROMANIAN AIR TRANSPORT,2026-07-14T00:20:00,2026-07-14T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,8-10,A,ON TIME,בזמן,0.0,0.0
1564,BZ,261,BLUE BIRD AIRWAYS,2026-07-14T00:25:00,2026-07-14T00:25:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1565,DL,7443,DELTA AIRLINES,2026-07-14T00:30:00,2026-07-14T00:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1566,IZ,514,ARKIA  ISRAELI  AIRLINES,2026-07-14T00:30:00,2026-07-14T00:30:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1567,LY,027,EL AL ISRAEL AIRLINES,2026-07-14T00:30:00,2026-07-14T00:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
1568,BT,6682,AIR BALTIC,2026-07-14T00:40:00,2026-07-14T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1569,LY,248,EL AL ISRAEL AIRLINES,2026-07-14T00:40:00,2026-07-14T00:40:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1570,LY,282,EL AL ISRAEL AIRLINES,2026-07-14T00:40:00,2026-07-14T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
1571,SK,3164,SAS,2026-07-14T00:40:00,2026-07-14T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
